file,outcome,sensor,model,f1_score_constant,f1_score_decline,f1_score_improvement,f1_score_weighted,f1_score_unweighted,time_series_length (days),count_constant,count_decline,count_improvement,oversampled,AUC_score,variable,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.933333333,0,0.8,0.871428571,0.577777778,6,88,1,23,0,0,min_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.93877551,0,0.5,0.871504157,0.479591837,7,84,1,21,0,0,min_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.79245283,0,0.375,0.708962264,0.389150943,1,108,1,28,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.872727273,0.363636364,0.363636364,0.764738292,0.618181818,2,104,1,27,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.862745098,0,0.5,0.772058824,0.454248366,3,100,1,26,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.857142857,0.461538462,0.461538462,0.742289968,0.659340659,4,96,1,25,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.913043478,0,0.769230769,0.879487179,0.560758082,5,92,1,24,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.909090909,0.666666667,0.666666667,0.857142857,0.787878788,6,88,1,23,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.871794872,0.666666667,0.666666667,0.833808167,0.769230769,7,84,1,21,0,0,max_rr,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.852459016,0,0,0.633255269,0.426229508,1,108,1,28,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.896551724,0.25,0.25,0.759404389,0.573275862,2,104,1,27,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.807692308,0,0.181818182,0.586866259,0.32983683,3,100,1,26,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.909090909,0,0.333333333,0.786901271,0.414141414,4,96,1,25,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.943396226,0.571428571,0.571428571,0.881401617,0.757412399,5,92,1,24,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.897959184,0.285714286,0.285714286,0.766763848,0.591836735,6,88,1,23,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.897959184,0,0,0.731670446,0.448979592,7,84,1,21,0,0,fm_count,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.930232558,0.769230769,0.769230769,0.895732175,0.849731664,6,88,1,23,0,0,awakenings,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.941176471,0.842105263,0.842105263,0.910039805,0.891640867,1,108,1,28,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.867924528,0,0.5,0.763579188,0.455974843,2,104,1,27,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.923076923,0,0.727272727,0.892482517,0.55011655,3,100,1,26,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.888888889,0,0.75,0.853046595,0.546296296,4,96,1,25,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.923076923,0,0.571428571,0.845421245,0.498168498,5,92,1,24,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.923076923,0.823529412,0.823529412,0.898190045,0.873303167,6,88,1,23,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.926829268,0.769230769,0.769230769,0.897644361,0.848030019,7,84,1,21,0,0,hrv_score,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.888888889,0.625,0.625,0.805952381,0.756944444,1,108,1,28,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.965517241,0.75,0.75,0.932863114,0.857758621,2,104,1,27,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.905660377,0,0.6,0.829599057,0.501886792,3,100,1,26,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.826086957,0,0.533333333,0.750537634,0.453140097,4,96,1,25,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.93877551,0,0.8,0.879727891,0.579591837,5,92,1,24,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.894736842,0.777777778,0.777777778,0.852965748,0.83625731,6,88,1,23,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.956521739,0.75,0.75,0.918276973,0.85326087,7,84,1,21,0,0,hrv_lf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.96875,0.666666667,0.666666667,0.93422619,0.817708333,1,108,1,28,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.928571429,0.6,0.6,0.868831169,0.764285714,2,104,1,27,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.888888889,0.4,0.4,0.827777778,0.644444444,3,100,1,26,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.893617021,0,0.714285714,0.812726738,0.535967579,4,96,1,25,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.936170213,0.769230769,0.769230769,0.902782324,0.852700491,5,92,1,24,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.909090909,0.666666667,0.666666667,0.874458874,0.787878788,6,88,1,23,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp,resp,sleep,MUSE,0.888888889,0,0.5,0.783950617,0.462962963,7,84,1,21,0,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.949152542,0.727272727,0.727272727,0.917455426,0.838212635,1,108,1,28,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.857142857,0,0.625,0.807900433,0.494047619,2,104,1,27,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.884615385,0,0.545454545,0.831621503,0.476689977,3,100,1,26,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.96,0,0.727272727,0.899002933,0.562424242,4,96,1,25,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0.666666667,0.666666667,0.88627451,0.803921569,5,92,1,24,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0,0.833333333,0.909468439,0.587855297,6,88,1,23,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.926829268,0.769230769,0.769230769,0.89180738,0.848030019,7,84,1,21,1,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.920634921,0.285714286,0.285714286,0.829931973,0.603174603,1,108,1,28,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.892857143,0.4,0.4,0.848051948,0.646428571,2,104,1,27,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.818181818,0.6,0.6,0.763636364,0.709090909,3,100,1,26,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.705882353,0.705882353,0.829854522,0.797385621,4,96,1,25,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.958333333,0.833333333,0.833333333,0.929166667,0.895833333,5,92,1,24,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.975609756,0.933333333,0.933333333,0.96504065,0.954471545,6,88,1,23,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0,0.8,0.866838932,0.576744186,7,84,1,21,1,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.814814815,0.375,0.375,0.714285714,0.594907407,1,108,1,28,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0,0.7,0.821885522,0.52962963,2,104,1,27,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.943396226,0.727272727,0.727272727,0.90962693,0.835334477,3,100,1,26,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.93877551,0,0.833333333,0.918367347,0.590702948,4,96,1,25,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88372093,0,0.625,0.811143411,0.502906977,5,92,1,24,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0,0.8,0.90952381,0.577777778,6,88,1,23,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.875,0,0.761904762,0.800705467,0.545634921,7,84,1,21,1,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.885245902,0.222222222,0.222222222,0.752641166,0.553734062,1,108,1,28,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.925925926,0.666666667,0.666666667,0.870931538,0.796296296,2,104,1,27,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0,0.777777778,0.857638889,0.555555556,3,100,1,26,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.958333333,0.857142857,0.857142857,0.93874808,0.907738095,4,96,1,25,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.926829268,0.842105263,0.842105263,0.901412067,0.884467266,5,92,1,24,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.954545455,0,0.727272727,0.887987013,0.560606061,6,88,1,23,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.93877551,0.4,0.4,0.918820862,0.669387755,7,84,1,21,1,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.872727273,0,0.428571429,0.771651206,0.433766234,1,108,1,28,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.5,0.5,0.806397306,0.694444444,2,104,1,27,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.905660377,0,0.6,0.857900943,0.501886792,3,100,1,26,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.84,0.333333333,0.333333333,0.67655914,0.586666667,4,96,1,25,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.837209302,0,0.625,0.766472868,0.487403101,5,92,1,24,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0.769230769,0.769230769,0.895732175,0.849731664,6,88,1,23,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.904761905,0.666666667,0.666666667,0.84303351,0.785714286,7,84,1,21,1,0,duration_in_bed,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.851851852,0.5,0.5,0.761375661,0.675925926,1,108,1,28,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.823529412,0.4,0.4,0.695187166,0.611764706,2,104,1,27,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.867924528,0.363636364,0.363636364,0.773370497,0.615780446,3,100,1,26,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88,0.5,0.5,0.769677419,0.69,4,96,1,25,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.936170213,0.769230769,0.769230769,0.891653028,0.852700491,5,92,1,24,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.909090909,0.666666667,0.666666667,0.865800866,0.787878788,6,88,1,23,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0.727272727,0.727272727,0.892647404,0.828752643,7,84,1,21,1,0,bedexit_duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.823529412,0,0.555555556,0.723436041,0.459694989,1,108,1,28,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.5,0.5,0.82996633,0.694444444,2,104,1,27,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.867924528,0.363636364,0.363636364,0.773370497,0.615780446,3,100,1,26,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.869565217,0.625,0.625,0.798562412,0.747282609,4,96,1,25,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.92,0,0.666666667,0.877777778,0.528888889,5,92,1,24,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0.769230769,0.769230769,0.884232047,0.849731664,6,88,1,23,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.977777778,0.888888889,0.888888889,0.961316872,0.933333333,7,84,1,21,1,0,bedexit_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.821428571,0.285714286,0.285714286,0.653061224,0.553571429,1,108,1,28,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0,0.4,0.872727273,0.444444444,2,104,1,27,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.925925926,0,0.666666667,0.893518519,0.530864198,3,100,1,26,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.85106383,0.533333333,0.533333333,0.758819492,0.692198582,4,96,1,25,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.93877551,0.727272727,0.727272727,0.896474954,0.833024119,5,92,1,24,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0.769230769,0.769230769,0.901482239,0.849731664,6,88,1,23,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.958333333,0,0.4,0.881481481,0.452777778,7,84,1,21,1,0,tossnturn_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.870967742,0,0,0.671889401,0.435483871,1,108,1,28,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.884615385,0.571428571,0.571428571,0.78971029,0.728021978,2,104,1,27,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.949152542,0.4,0.4,0.914830508,0.674576271,3,100,1,26,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.893617021,0.666666667,0.666666667,0.849691146,0.780141844,4,96,1,25,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.96,0.8,0.8,0.928,0.88,5,92,1,24,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0.4,0.4,0.902521008,0.670588235,6,88,1,23,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.894736842,0.75,0.75,0.862573099,0.822368421,7,84,1,21,1,0,min_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.8,0,0.421052632,0.679699248,0.407017544,1,108,1,28,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.5,0.5,0.818181818,0.694444444,2,104,1,27,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.925925926,0,0.666666667,0.885416667,0.530864198,3,100,1,26,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.925925926,0,0.571428571,0.89161973,0.499118166,4,96,1,25,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0.666666667,0.666666667,0.895424837,0.803921569,5,92,1,24,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.92,0.333333333,0.333333333,0.857142857,0.626666667,6,88,1,23,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.958333333,0,0.8,0.940740741,0.586111111,7,84,1,21,1,0,max_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.842105263,0.307692308,0.307692308,0.674146906,0.574898785,1,108,1,28,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88,0.625,0.625,0.833636364,0.7525,2,104,1,27,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88,0,0.615384615,0.794615385,0.498461538,3,100,1,26,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.93877551,0,0.833333333,0.914965986,0.590702948,4,96,1,25,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.916666667,0.666666667,0.666666667,0.858333333,0.791666667,5,92,1,24,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.913043478,0,0.666666667,0.836438923,0.526570048,6,88,1,23,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0,0.8,0.90129199,0.576744186,7,84,1,21,1,0,min_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.823529412,0,0.444444444,0.745845005,0.422657952,1,108,1,28,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.905660377,0,0.666666667,0.827520488,0.524109015,2,104,1,27,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.846153846,0.333333333,0.333333333,0.701923077,0.58974359,3,100,1,26,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.893617021,0.666666667,0.666666667,0.820407229,0.780141844,4,96,1,25,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0.8,0.8,0.902222222,0.866666667,5,92,1,24,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0.727272727,0.727272727,0.896536797,0.83030303,6,88,1,23,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.976744186,0.909090909,0.909090909,0.964215801,0.942917548,7,84,1,21,1,0,max_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.90625,0,0,0.750892857,0.302083333,1,108,1,28,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.896551724,0,0.285714286,0.758322138,0.39408867,2,104,1,27,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0,0,0.816666667,0.466666667,3,100,1,26,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.945454545,0,0,0.792961877,0.315151515,4,96,1,25,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.92,0,0.444444444,0.794222222,0.454814815,5,92,1,24,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.916666667,0,0.571428571,0.822278912,0.496031746,6,88,1,23,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.936170213,0,0.666666667,0.896243761,0.53427896,7,84,1,21,1,0,fm_count,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.896551724,0.5,0.5,0.817241379,0.698275862,1,108,1,28,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.897959184,0,0.75,0.825912183,0.549319728,2,104,1,27,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.857142857,0,0.571428571,0.758928571,0.476190476,3,100,1,26,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0,0.8,0.913851992,0.580392157,4,96,1,25,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.905660377,0.285714286,0.285714286,0.781671159,0.595687332,5,92,1,24,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0.769230769,0.769230769,0.895732175,0.849731664,6,88,1,23,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.930232558,0,0.8,0.87166236,0.576744186,7,84,1,21,1,0,hrv_score,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.851851852,0.5,0.5,0.741269841,0.675925926,1,108,1,28,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.5,0.5,0.818181818,0.694444444,2,104,1,27,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.943396226,0.727272727,0.727272727,0.90962693,0.835334477,3,100,1,26,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.913043478,0,0.8,0.891164095,0.571014493,4,96,1,25,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.925925926,0,0.4,0.855802469,0.441975309,5,92,1,24,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88372093,0.615384615,0.615384615,0.826220291,0.749552773,6,88,1,23,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.961538462,0,0,0.89031339,0.480769231,7,84,1,21,1,0,hrv_lf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.950819672,0.666666667,0.666666667,0.918345043,0.808743169,1,108,1,28,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.93877551,0.823529412,0.823529412,0.914329368,0.881152461,2,104,1,27,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.909090909,0.444444444,0.444444444,0.807449495,0.676767677,3,100,1,26,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,1,1,1,1,1,4,96,1,25,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0.666666667,0.666666667,0.895424837,0.803921569,5,92,1,24,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0,0.6,0.837301587,0.496296296,6,88,1,23,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.871794872,0,0.571428571,0.772758106,0.481074481,7,84,1,21,1,0,hrv_hf,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.870967742,0,0,0.671889401,0.435483871,1,108,1,28,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.931034483,0,0.571428571,0.898343036,0.500821018,2,104,1,27,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.897959184,0.666666667,0.666666667,0.847363946,0.782312925,3,100,1,26,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.941176471,0.727272727,0.727272727,0.906675867,0.834224599,4,96,1,25,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.87804878,0,0.777777778,0.854652213,0.551942186,5,92,1,24,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.916666667,0,0.571428571,0.855017007,0.496031746,6,88,1,23,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.933333333,0,0.75,0.871604938,0.561111111,7,84,1,21,0,0,avg_hr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.881355932,0.363636364,0.363636364,0.792604006,0.622496148,1,108,1,28,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.884615385,0.571428571,0.571428571,0.808691309,0.728021978,2,104,1,27,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.947368421,0.571428571,0.571428571,0.88862782,0.759398496,3,100,1,26,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.884615385,0.4,0.4,0.775186104,0.642307692,4,96,1,25,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.85,0,0.736842105,0.812280702,0.528947368,5,92,1,24,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.936170213,0,0.75,0.916223404,0.562056738,6,88,1,23,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.954545455,0,0.888888889,0.944818556,0.614478114,7,84,1,21,0,0,avg_rr,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.842105263,0,0.166666667,0.702255639,0.33625731,1,108,1,28,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.846153846,0.428571429,0.428571429,0.77022977,0.637362637,2,104,1,27,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.79245283,0,0,0.544811321,0.264150943,3,100,1,26,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.88,0,0.545454545,0.815249267,0.475151515,4,96,1,25,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.980392157,0,1,0.950326797,0.660130719,5,92,1,24,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.96,0,0.8,0.908571429,0.586666667,6,88,1,23,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.926829268,0.769230769,0.769230769,0.897644361,0.848030019,7,84,1,21,0,0,avg_act,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.877192982,0.461538462,0.461538462,0.805937922,0.669365722,1,108,1,28,0,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.821428571,0,0,0.572510823,0.410714286,2,104,1,27,0,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.872727273,0.222222222,0.222222222,0.71010101,0.547474747,3,100,1,26,0,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.943396226,0,0.75,0.924680463,0.564465409,4,96,1,25,0,0,duration,,,,,,,,,
sleep_ts_resp_norm,resp,sleep,ROCKET,0.888888889,0.666666667,0.666666667,0.82962963,0.777777778,5,92,1,24,0,0,duration,,,,,,,,,
